split,sampleIndex,label,profileKey,careerName,representativeLevel,levelBand,pathKeys,sharedProfile,archetype,peerWeight,peerRelationship,hardTags
train,1186,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,typical_fit,0.1470206152836599,same_path_adjacent,mixed_signal | same_path_adjacent
train,1187,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,stretch_fit,0.23176216529217622,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,1188,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,typical_fit,0.05359619909228855,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1189,12,data_engineer,Data Engineer,3,mid,data_engineering,False,strong_fit,0.1781372123806252,shared_foundation,mixed_signal | shared_foundation
train,1190,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,typical_fit,0.17536850080092997,same_family_neighbor,mixed_signal | same_family_neighbor
train,1191,18,data_scientist,Data Scientist,4,mid,data_science,False,stretch_fit,0.20576498308951496,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1192,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,typical_fit,0.12425169812199176,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | upper_level_typical
train,1193,29,director_of_research,Director of Research,6,high,applied_research,False,stretch_fit,0.04225179759988808,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | stretch_fit
train,1194,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.218013063759684,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1195,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,typical_fit,0.0595467622328328,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1196,28,research_manager,Research Manager,5,mid,applied_research,False,strong_fit,0.17969724926560454,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,1197,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,stretch_fit,0.04522857886932483,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | stretch_fit
train,1198,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,typical_fit,0.20266218332647706,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1199,12,data_engineer,Data Engineer,3,mid,data_engineering,False,strong_fit,0.15567232518934454,shared_foundation,mixed_signal | shared_foundation
train,1200,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.24263221369220633,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1201,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,typical_fit,0.03182422156366771,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | upper_level_typical
train,1202,14,data_architech,Data Architech,5,mid,data_engineering,False,typical_fit,0.17449059445223553,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,1203,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,typical_fit,0.03713871813174777,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1204,18,data_scientist,Data Scientist,4,mid,data_science,False,strong_fit,0.13171827353858545,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1205,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,typical_fit,0.21735920349677362,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1206,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,stretch_fit,0.0687846822132856,cross_path_neighbor,cross_path_neighbor | high_level_profile | mixed_signal | strategic_profile | stretch_fit
train,1207,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,stretch_fit,0.1712916138509126,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1208,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,strong_fit,0.16338734954420242,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile
train,1209,8,data_governance_manager,Data Governance Manager,5,mid,data_stewardship,False,strong_fit,0.15141342787079937,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,1210,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,stretch_fit,0.23176613745809854,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,1211,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,typical_fit,0.03952340657173128,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1212,29,director_of_research,Director of Research,6,high,applied_research,False,typical_fit,0.05496314191269113,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1213,12,data_engineer,Data Engineer,3,mid,data_engineering,False,strong_fit,0.12357317403358617,shared_foundation,mixed_signal | shared_foundation
train,1214,14,data_architech,Data Architech,5,mid,data_engineering,False,strong_fit,0.13185935509622065,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1215,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.22707171617817878,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,1216,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.16797738006146065,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1217,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,stretch_fit,0.050101659787741455,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1218,29,director_of_research,Director of Research,6,high,applied_research,False,stretch_fit,0.05212578416757224,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1219,28,research_manager,Research Manager,5,mid,applied_research,False,strong_fit,0.10239455785937199,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,1220,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,typical_fit,0.21862688418053403,shared_foundation,mixed_signal | shared_foundation
train,1221,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,typical_fit,0.051536859174854434,same_path_adjacent,high_level_profile | mixed_signal | same_path_adjacent | strategic_profile | upper_level_typical
train,1222,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,strong_fit,0.17826938571388268,shared_foundation,mixed_signal | shared_foundation
train,1223,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,stretch_fit,0.08263512712301574,cross_path_neighbor,cross_path_neighbor | high_level_profile | mixed_signal | strategic_profile | stretch_fit
train,1224,18,data_scientist,Data Scientist,4,mid,data_science,False,typical_fit,0.1737625442976761,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1225,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,typical_fit,0.17143148311194079,same_path_adjacent,mixed_signal | same_path_adjacent | upper_level_typical
train,1226,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,strong_fit,0.021838176107136825,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1227,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.18080775316731107,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1228,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,typical_fit,0.13233162457048273,shared_foundation,mixed_signal | shared_foundation
train,1229,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,typical_fit,0.03710099483479066,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1230,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,typical_fit,0.21445515876832055,same_family_neighbor,mixed_signal | same_family_neighbor
train,1231,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.26466609384056955,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1232,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,strong_fit,0.1296659342929685,shared_foundation,mixed_signal | shared_foundation
train,1233,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,stretch_fit,0.043052412130320405,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | stretch_fit
train,1234,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,stretch_fit,0.041059942423044185,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | stretch_fit
train,1235,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,stretch_fit,0.06069002843442219,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1236,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,strong_fit,0.034860191883853614,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1237,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.031674895019851594,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1238,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,typical_fit,0.15383454307611485,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1239,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,strong_fit,0.11528827178442584,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1240,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,stretch_fit,0.1813577936395034,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,1241,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,typical_fit,0.06341528056699582,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1242,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,typical_fit,0.05854945805433166,cross_path_neighbor,cross_path_neighbor | high_level_profile | mixed_signal | strategic_profile | upper_level_typical
train,1243,12,data_engineer,Data Engineer,3,mid,data_engineering,False,typical_fit,0.1296712133115486,shared_foundation,mixed_signal | shared_foundation
train,1244,18,data_scientist,Data Scientist,4,mid,data_science,False,strong_fit,0.17352501976033452,shared_foundation,mixed_signal | shared_foundation
train,1245,14,data_architech,Data Architech,5,mid,data_engineering,False,strong_fit,0.11254874904610819,same_path_adjacent,mixed_signal | same_path_adjacent
train,1246,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,stretch_fit,0.06496231247080295,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1247,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,typical_fit,0.1530433584157826,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1248,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,typical_fit,0.06255397653966582,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1249,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,strong_fit,0.03686672914039052,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1250,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,stretch_fit,0.26936259613295777,same_family_neighbor,mixed_signal | same_family_neighbor | stretch_fit
train,1251,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,strong_fit,0.021487810249824612,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1252,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,strong_fit,0.03633906051371036,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1253,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,typical_fit,0.04198186215654936,same_path_adjacent,high_level_profile | same_path_adjacent | strategic_profile | upper_level_typical
train,1254,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.024994225445010333,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1255,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,strong_fit,0.026004120986449452,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1256,18,data_scientist,Data Scientist,4,mid,data_science,False,strong_fit,0.15724624313932042,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1257,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,stretch_fit,0.26427308586387815,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1258,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,typical_fit,0.16508140168881852,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1259,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,typical_fit,0.2398385287296584,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1260,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.332427251581467,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1261,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.02208125215738073,same_path_adjacent,high_level_profile | same_path_adjacent | strategic_profile
train,1262,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,stretch_fit,0.05278066491232111,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1263,13,senior_data_engineer,Senior Data Engineer,4,mid,data_engineering,False,stretch_fit,0.21908950238500097,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,1264,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,typical_fit,0.04434151023409555,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1265,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,stretch_fit,0.048200339091300524,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile | stretch_fit
train,1266,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,typical_fit,0.14577028900000585,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1267,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.2896667221402351,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1268,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.21615465324873412,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1269,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.2639547949154147,same_path_adjacent,mixed_signal | same_path_adjacent | strategic_profile | stretch_fit
train,1270,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,stretch_fit,0.22149825142103757,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1271,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,strong_fit,0.1888878090437084,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1272,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,strong_fit,0.13053267876492122,shared_foundation,mixed_signal | shared_foundation
train,1273,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,strong_fit,0.026525555462029858,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1274,28,research_manager,Research Manager,5,mid,applied_research,False,typical_fit,0.15707339718534638,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1275,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,typical_fit,0.056692145446199466,cross_path_neighbor,cross_path_neighbor | high_level_profile | mixed_signal | strategic_profile | upper_level_typical
train,1276,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,stretch_fit,0.2695038530594805,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,1277,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,stretch_fit,0.07416902207014534,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1278,4,business_analytics_manager,Business Analytics Manager,5,mid,business_intelligence,False,strong_fit,0.11936624727963036,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile
train,1279,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,typical_fit,0.13402583121270095,same_family_neighbor,mixed_signal | same_family_neighbor
train,1280,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,strong_fit,0.15085627314279854,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1281,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,stretch_fit,0.07750024953647133,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1282,28,research_manager,Research Manager,5,mid,applied_research,False,typical_fit,0.16705044315377085,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1283,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,stretch_fit,0.05814667557674488,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1284,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.21587953900268897,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1285,5,business_analytics_director,Business Analytics Director,6,high,business_intelligence,False,strong_fit,0.021172564888847785,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1286,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.2359202650112846,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1287,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.33860011676755764,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1288,25,chief_technology_officer,Chief Technology Officer,7,high,ai_engineering,False,stretch_fit,0.08382067178128455,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1289,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,typical_fit,0.05649259624569606,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1290,29,director_of_research,Director of Research,6,high,applied_research,False,stretch_fit,0.06238033669788519,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1291,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,stretch_fit,0.1851514263408239,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,1292,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,strong_fit,0.02105162390234276,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1293,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,typical_fit,0.19517217896378025,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1294,6,chief_business_function_officer,Chief Business Function Officer,7,high,business_intelligence,False,typical_fit,0.04996194204643537,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1295,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.33595493397544407,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1296,7,data_quality_specialist,Data Quality Specialist,4,mid,data_stewardship,False,typical_fit,0.16908670849171126,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1297,28,research_manager,Research Manager,5,mid,applied_research,False,stretch_fit,0.20524422704482198,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile | stretch_fit
train,1298,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,stretch_fit,0.1848710271688715,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1299,8,data_governance_manager,Data Governance Manager,5,mid,data_stewardship,False,typical_fit,0.208084400191423,same_family_neighbor,mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1300,16,chief_information_officer,Chief Information Officer,7,high,data_engineering,False,typical_fit,0.04041416692628469,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1301,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,typical_fit,0.17598623334292676,shared_foundation,mixed_signal | shared_foundation
train,1302,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,typical_fit,0.05981660034434948,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1303,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.33893846936122735,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1304,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,strong_fit,0.04257322108533642,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1305,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,strong_fit,0.20130565370623768,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1306,23,senior_ai_engineer,Senior AI Engineer,5,mid,ai_engineering,False,stretch_fit,0.1958648282015878,cross_path_neighbor,cross_path_neighbor | mixed_signal | stretch_fit
train,1307,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,typical_fit,0.06044490075882713,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1308,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,stretch_fit,0.0826455086275516,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1309,12,data_engineer,Data Engineer,3,mid,data_engineering,False,typical_fit,0.15343157744527172,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1310,18,data_scientist,Data Scientist,4,mid,data_science,False,stretch_fit,0.24483662977232562,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,1311,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,typical_fit,0.035895097534481925,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1312,22,ai_engineer,AI Engineer,4,mid,ai_engineering,False,strong_fit,0.12848261584702458,same_family_neighbor,mixed_signal | same_family_neighbor
train,1313,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,typical_fit,0.031827409338497065,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1314,26,applied_dataai_researcher,Applied Data/AI Researcher,3,mid,applied_research,False,stretch_fit,0.19768788007312876,shared_foundation,mixed_signal | shared_foundation | stretch_fit
train,1315,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.28604371420990693,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1316,11,associate_data_engineer,Associate Data Engineer,2,low,data_engineering | data_science | ai_engineering | applied_research,True,strong_fit,0.2012319794026126,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role
train,1317,12,data_engineer,Data Engineer,3,mid,data_engineering,False,typical_fit,0.16141574565736674,shared_foundation,mixed_signal | shared_foundation
train,1318,19,senior_data_scientist,Senior Data Scientist,5,mid,data_science,False,strong_fit,0.11473445224539756,same_path_adjacent,mixed_signal | same_path_adjacent
train,1319,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,strong_fit,0.02524580317469388,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1320,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,typical_fit,0.2093279989461887,shared_foundation,mixed_signal | shared_foundation
train,1321,10,chief_data_officer,Chief Data Officer,7,high,data_stewardship,False,strong_fit,0.020932235471213322,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1322,14,data_architech,Data Architech,5,mid,data_engineering,False,typical_fit,0.17865770868095007,cross_path_neighbor,cross_path_neighbor | mixed_signal | upper_level_typical
train,1323,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,typical_fit,0.0634036601740502,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1324,1,data_analyst,Data Analyst,2,low,business_intelligence | data_stewardship,True,stretch_fit,0.3286987444785243,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1325,2,bi_analyst,BI Analyst,3,mid,business_intelligence | data_stewardship,True,stretch_fit,0.2621782006675978,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1326,8,data_governance_manager,Data Governance Manager,5,mid,data_stewardship,False,strong_fit,0.13556444299705014,cross_path_neighbor,cross_path_neighbor | mixed_signal | strategic_profile
train,1327,29,director_of_research,Director of Research,6,high,applied_research,False,strong_fit,0.024524794881989567,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1328,18,data_scientist,Data Scientist,4,mid,data_science,False,strong_fit,0.13287020448715692,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1329,20,chief_data_scientist,Chief Data Scientist,6,high,data_science,False,stretch_fit,0.053444392102201616,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1330,27,senior_applied_dataai_researcher,Senior Applied Data/AI Researcher,4,mid,applied_research,False,stretch_fit,0.19936053574993517,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
train,1331,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,strong_fit,0.021432217956906755,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1332,21,chief_analytics_officer,Chief Analytics Officer,7,high,data_science,False,typical_fit,0.040097786759870205,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile | upper_level_typical
train,1333,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.3533113318453989,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1334,0,associate_data_analyst,Associate Data Analyst,1,low,business_intelligence | data_stewardship | data_engineering | data_science | ai_engineering | applied_research,True,stretch_fit,0.3866533542726591,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1335,30,chief_scientific_officer,Chief Scientific Officer,7,high,applied_research,False,typical_fit,0.05024880933501934,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | upper_level_typical
train,1336,12,data_engineer,Data Engineer,3,mid,data_engineering,False,strong_fit,0.1172957058859654,cross_path_neighbor,cross_path_neighbor | mixed_signal
train,1337,17,machine_learning_engineer,Machine Learning Engineer,3,mid,data_science | ai_engineering,True,stretch_fit,0.19878564306731422,shared_foundation,mixed_signal | shared_foundation | shared_foundation_role | stretch_fit
train,1338,24,chief_ai_engineering,Chief AI Engineering,6,high,ai_engineering,False,strong_fit,0.021322763569570618,same_family_neighbor,high_level_profile | same_family_neighbor | strategic_profile
train,1339,9,data_governance_officer,Data Governance Officer,6,high,data_stewardship,False,stretch_fit,0.05879498196314257,same_family_neighbor,high_level_profile | mixed_signal | same_family_neighbor | strategic_profile | stretch_fit
train,1340,15,chief_data_architect,Chief Data Architech,6,high,data_engineering,False,strong_fit,0.035873285231251203,cross_path_neighbor,cross_path_neighbor | high_level_profile | strategic_profile
train,1341,14,data_architech,Data Architech,5,mid,data_engineering,False,stretch_fit,0.16861884828153345,same_path_adjacent,mixed_signal | same_path_adjacent | stretch_fit
